user_id,display_name,influential
118068,Marc B,1
26428,Dennis Williamson,1
139010,Matt Ball,1
4883,readonly,1
151292,James McNellis,1
73070,Joey,1
487339,DSM,1
34211,Andrew Hare,1
5459839,trincot,1
938089,Rob W,1
3153,Brian R. Bondy,1
992484,MadProgrammer,1
16883,Michael Borgwardt,1
94197,Andy E,1
222908,Daniel Vassallo,1
70393,karim79,1
131527,ghostdog74,1
605744,Tomasz Nurkiewicz,1
5190,Vinko Vrsalovic,1
12711,Michael Burr,1
6782,Alnitak,1
4124317,ImportanceOfBeingErnest,1
642706,Basil Bourque,1
18771,Tomalak,1
519413,Rory McCrossan,1
20670,Tim Pietzcker,1
69755,Brian Campbell,1
135152,OMG Ponies,1
51816,Joan Venge,1
1560062,zero323,1
829571,assylias,1
34088,Aaron Digulla,1
2887218,jcalz,1
507674,Niet the Dark Absol,1
96100,Tim Down,1
398670,Craig Ringer,1
131872,camickr,1
46058,Jakub Narębski,1
7964527,BENY,1
113716,user113716,1
24181,Greg,1
187690,AnT stands with Russia,1
12855,SilentGhost,1
1226963,rmaddy,1
298479,ThiefMaster,1
965051,adeneo,1
807126,Doug Stevenson,1
208809,Gordon,1
1259510,JohnnyHK,1
75170,John Feminella,1
147356,larsks,1
2422776,Mureinik,1
2877241,Vlad from Moscow,1
207421,user207421,1
24874,Drew Noakes,1
748858,mgilson,1
113962,Alasdair,1
37213,duffymo,1
5987,Mark Ransom,1
40342,Joachim Sauer,1
116,Mark Harrison,1
174728,John La Rooy,1
405017,Phrogz,1
2069064,Barry,1
526535,manojlds,1
6521,Paul Dixon,1
16076,Mitch Wheat,1
147192,Matthieu M.,1
97337,Rob Napier,1
342852,Sean Patrick Floyd,1
2711488,Holger,1
464744,Blender,1
53013,Daniel C. Sobral,1
14122,Charles Duffy,1
2336654,piRSquared,1
105929,Remus Rusanu,1
98713,Thomas Levesque,1
1983854,fedorqui,1
1529630,Oriol,1
35070,phihag,1
6068,Pablo Fernandez,1
522444,Hovercraft Full Of Eels,1
5044042,vadian,1
47773,Matthew Flaschen,1
325565,Joe Kington,1
103167,Ben Voigt,1
65387,mpen,1
5928186,Shubham Khatri,1
21886,RichieHindle,1
61305,Aaron Bertrand,1
2357112,user2357112,1
438154,Sotirios Delimanolis,1
13005,Steve Jessop,1
8394265,R&#233;mi Rousselet,1
1348195,Benjamin Gruenbaum,1
390330,basarat,1
1774667,Yakk - Adam Nevraumont,1
7412,dogbane,1
63051,flybywire,1
8206,Eli Bendersky,1
60761,Henk Holterman,1
8620333,Temani Afif,1
129570,Oliver Charlesworth,1
12960,Brian Agnew,1
87015,Salman Arshad,1
179736,TIMEX,1
5133585,Sweeper,1
541091,Michael Berkowski,1
3474,erickson,1
516548,G. Grothendieck,1
55847,LukeH,1
174777,John Rotenstein,1
54680,Sampson,1
458193,Dan Abramov,1
6618622,CopsOnRoad,1
49153,Ali,1
39677,Blankman,1
112968,knittl,1
14065,Loki Astari,1
491243,John Woo,1
596285,BMitch,1
1855677,IRTFM,1
827263,Keith Thompson,1
252000,fredoverflow,1
464709,Fr&#233;d&#233;ric Hamidi,1
14955,Thilo,1
16343464,mozway,1
673730,Luchian Grigore,1
126042,Mark Rushakoff,1
12299030,Asperi,1
12597,Ian Boyd,1
251311,zerkms,1
204847,Mike Seymour,1
3730754,LoicTheAztec,1
82548,David Thomas,1
1427416,BrenBarn,1
846892,Ashwini Chaudhary,1
75525,Fenton,1
125734,Titian Cernicova-Dragomir,1
4323,John Zwinck,1
33213,Stack Overflow is garbage,1
426671,Taryn,1
5233410,Nkosi,1
7552,glenn jackman,1
6464308,Laurenz Albe,1
84651,Justin Niessner,1
41071,svick,1
366904,Cody Gray,1
6622587,eyllanesc,1
36305,Dimitre Novatchev,1
115730,Dave DeLong,1
33518,Tomas Petricek,1
103154,axtavt,1
1030675,choroba,1
1199,Blair Conrad,1
1566221,rici,1
45914,jason,1
634824,Matt Johnson-Pint,1
260990,Jigar Joshi,1
2680216,Josh Crozier,1
8985,Ryan McGeary,1
12870,Oli,1
152948,hobbs,1
15498,Damien_The_Unbeliever,1
1903116,thefourtheye,1
229044,user229044,1
654031,Chris Pratt,1
134633,caf,1
48523,Andrew,1
2079303,eerorika,1
248823,Marcin,1
50552,Andomar,1
417562,lonesomeday,1
50742,Chuck,1
2303865,Leo Dabus,1
470005,Sergey Berezovskiy,1
201359,&#211;scar L&#243;pez,1
1386886,jAndy,1
535871,Ted Hopp,1
2380830,Bathsheba,1
46642,R. Martinho Fernandes,1
126014,Mark Seemann,1
10397,Justin Cave,1
901925,hpaulj,1
36723,bdonlan,1
125816,Sergio Tulentsev,1
11236,ripper234,1
56338,sth,1
15055,Claudiu,1
126769,nos,1
405015,thirtydot,1
661519,juanchopanza,1
206403,gen_Eric,1
424499,Raymond Hettinger,1
190277,Ben Bolker,1
707111,Ry-,1
116908,Carl Norum,1
193688,Chris Johnsen,1
140719,sbi,1
1687119,dbush,1
961113,Habib,1
13,C. K. Young,1
17160,nosklo,1
1749403,Sajeetharan,1
1090562,Salvador Dali,1
10676716,GMB,1
3731501,Estus Flask,1
298225,Eric Postpischil,1
320615,Dogbert,1
315935,Oleg,1
3293881,Divakar,1
1704166,Ryan Cavanaugh,1
521799,Lukas Eder,1
95706,Dan Moulding,1
825568,Joseph Silber,1
250259,John Conde,1
328193,David,1
40521,Shyju,1
576911,Howard Hinnant,1
4604579,Val,1
76217,dtb,1
2684539,Jarod42,1
1197518,Steve,1
379897,R.. GitHub STOP HELPING ICE,1
989121,georg,1
4983450,akuiper,1
825,Pat Notz,1
5485167,yurzui,1
50617,Employed Russian,1
584518,Lundin,1
82294,Dietrich Epp,1
1679863,Rohit Jain,1
253056,Paul R,1
449449,eumiro,1
324584,Mark Baker,1
140750,William Pursell,1
43089,Kenan Banks,1
87189,tadman,1
5577765,Rabbid76,1
5741205,MaxU - stand with Ukraine,1
541686,user541686,1
5486,Ryan Lundy,1
394487,siride,0
2189127,James_D,1
2587435,Paul Samsotha,1
505154,Andrew Clark,1
36565,David Rodr&#237;guez - dribeas,1
616443,j08691,1
243782,Pentium10,1
14104,epascarello,1
2836621,Mark Setchell,1
135589,Jesper,1
635608,Mat,1
434551,R Sahu,1
452307,Alok Save,1
2372064,MrFlick,1
383904,Roko C. Buljan,1
230513,trashgod,1
5202563,Ivan Stoev,1
575376,juergen d,1
20713,ephemient,1
615,Matt Hamilton,1
1159478,Servy,1
893780,robertklep,1
1745001,Ed Morton,1
8690857,Drew Reese,1
41661,Norman Ramsey,1
1873365,Thierry Templier,1
850848,Martin Prikryl,1
153982,Keith Hill,1
1084437,Jukka K. Korpela,1
2970947,Elliott Frisch,1
7108653,Tanaike,1
3560,John Millikin,1
13070,Mark B,1
1630171,Ansgar Wiechers,1
1103872,Marko Topolnik,1
244296,Cristian,1
1676363,ianhanniballake,1
20654,OscarRyz,1
2147,Jason Baker,1
240443,Amadan,1
342235,Freewind,1
869736,Louis Wasserman,1
367456,hakre,1
546861,romainl,1
4653,leora,1
128165,Gabriele Petrioli,1
10035985,Andrej Kesely,1
164835,Kent,1
3171,David Webb,1
1270695,A5C1D2H2I1M1N2O1R2T1,1
4639,Edward Tanguay,1
949476,dfsq,1
7429447,undetected Selenium,1
1694,Eli Courtwright,1
48082,Cheeso,1
4872,Ray,1
5157454,Ori Drori,1
13531,Michael Myers,1
454533,Explosion Pills,1
2308683,OneCricketeer,1
266304,Alex Poole,1
23528,Daniel A. White,1
260127,prosseek,1
44330,Jason S,1
114066,Janusz,1
17516,AnthonyWJones,1
874188,tripleee,1
89391,miku,1
2648,D&#243;nal,1
47738,rahul,1
62076,Alex Wayne,1
2319407,Dmitrii Bychenko,1
145190,meder omuraliev,1
425275,Šime Vidas,1
9990,Marcelo Cantos,1
582,Lily Ballard,1
82187,Adam Robinson,1
465183,Gilles Qu&#233;not,1
546730,brunnerh,1
416467,kindall,1
1011995,Daniel Fischer,1
165673,Yarin,1
51518,Devoted,1
978917,ruakh,1
3333,Paul Tomblin,1
721269,David Schwartz,1
714501,cnicutar,1
1057,Harley Holcombe,1
14637,Thomas,1
67606,Pablo Santa Cruz,1
91,Michael Stum,1
477878,Joachim Isaksson,1
102937,Robert Harvey,1
836330,Mark,1
4342498,NathanOliver,1
2141635,Padraic Cunningham,1
2402272,John Bollinger,1
11654,CL.,1
1902010,ceejayoz,1
15416,MSalters,1
602276,Andrie,1
1204143,nneonneo,1
58808,Ionuț G. Stan,1
497418,zzzzBov,1
1695906,Michael - sqlbot,1
5380,Kent Boogaart,1
572670,amit,1
1707091,rgettman,1
295783,mplungjan,1
19750,Josh Lee,1
235698,Mark Tolonen,1
270591,Slauma,1
314488,Pranay Rana,1
500584,agf,1
3923281,Alex Riley,1
271616,Joshua Ulrich,1
813,Paige Ruten,1
123527,Simone Carletti,1
40347,Dirk Vollmar,1
246342,Alex K.,1
1965,FlySwat,1
5070879,Lukasz Szozda,1
309308,Michael Mrozek,1
871050,Madara&#39;s Ghost,1
429846,Gavin Simpson,1
3297613,Avinash Raj,1
790387,Burhan Khalid,1
1240763,Gary Russell,1
712649,Mathias R. Jessen,1
572644,Daniel Hilgarth,1
12500315,Allan Cameron,0
1338292,Ja͢ck,1
324364,joran,1
5221944,Mikhail Berlyant,1
3309790,songyuanyao,1
264697,Steven,1
813602,Ingo Karkat,1
1501794,Rahul Tripathi,1
87698,Heinzi,1
126214,Lennart Regebro,1
113570,Philippe Leybaert,1
1175966,charlietfl,1
39430,D&#39;Arcy Rittich,1
247243,Misha Moroshko,1
981959,Jonathan Wakely,1
122718,usr,1
1782465,Angew is no longer proud of SO,1
6509,tim_yates,1
137350,Vladimir,1
9204,Alexey Romanov,1
57428,sharptooth,1
99834,sorin,1
19679,Brad Larson,1
50476,Bart Kiers,1
817643,StoryTeller - Unslander Monica,1
745,dbr,1
48015,Christoph,1
419970,Raynos,1
42346,mechanical_meat,1
7252182,mm8,0
501250,cdhowie,1
51685,AKX,1
418556,Andrew Thompson,1
352765,Spudley,1
8747,Robᵩ,1
314166,sawa,1
2897748,Dmitri T,0
247533,Rex Kerr,1
1509264,MT0,1
252228,Martin Honnen,0
462627,Praveen Kumar Purushothaman,1
221700,peterSO,1
144424,Adriaan Stander,1
55075,kenorb,1
478884,Tim Williams,1
35364,hasen,1
4668,Alana Storm,1
790695,James Allardice,1
338665,ircmaxell,1
24545,Yuval Adam,1
783119,LazyOne,1
283366,Phil,1
14660,Schwern,1
9209546,jpp,1
13627,driis,1
942852,Nitzan Tomer,1
10498828,forpas,0
1227923,Alexey Mezenin,1
362536,Brad,1
415448,Michael Kay,1
33732,Rob Kennedy,1
220819,Jacob Relkin,1
5424988,The fourth bird,1
128983,hap497,1
166339,Asaph,1
25646,bbum,1
980833,Josh O&#39;Brien,1
524368,datenwolf,1
76337,John Saunders,1
348785,kev,1
785065,loganfsmyth,1
1210329,geocodezip,1
17172,coobird,1
329769,BrokenGlass,1
762073,xdazz,1
128421,the Tin Man,1
3358272,r2evans,0
4952130,Dimitris Fasarakis Hilliard,1
438992,Dave Newton,1
135978,Sean Vieira,1
871026,Reimeus,1
811,Shog9,1
1155209,jewelsea,1
46646,user46646,1
62082,Michelle Tilley,1
5221149,Andreas,1
10008173,David Maze,1
1708801,Shafik Yaghmour,1
93623,Fredrik M&#246;rk,1
14069,oz10,1
39321,Svish,1
171318,hek2mgl,1
285587,Your Common Sense,1
501696,Blackbelt,1
567292,ecatmur,1
1542290,Mr. Alien,1
993547,Patrick Hofman,1
120955,StriplingWarrior,1
244128,maerics,1
65696,SingleNegationElimination,1
2688,bdukes,1
905,Keith,1
364696,ShadowRanger,1
159145,Dai,1
1600898,user4815162342,1
514749,pimvdb,1
1709587,Mark Amery,1
1630618,vacawama,1
89771,Alix Axel,1
71522,David Wolever,1
649665,James Kanze,1
445131,Eric Leschinski,1
1120273,Dietmar K&#252;hl,1
1025118,Vlad Mihalcea,1
6361531,Scott Boston,1
2410359,chux,1
489564,RNA,1
27862,user123444555621,1
1903366,lukasgeiter,1
101361,laalto,1
791604,Daniel Wagner,1
84201,Jitendra Vyas,1
5393381,MSeifert,1
1081897,D Stanley,1
4851590,Scott Craner,0
223386,hsz,1
1269037,Dan Dascalescu,1
1695960,Robert Crovella,1
266143,CodeCaster,1
1906307,Louis,1
2313887,Neil Lunn,1
325418,nonopolarity,1
577088,senderle,1
305,Mark Biek,1
4238408,Quang Hoang,0
1333873,Golo Roden,1
41116,Abizern,1
247696,Flimm,1
601179,gdoron,1
141172,Eric J.,1
615754,nnnnnn,1
244297,Eugene Yarmash,1
1870803,Yuval Itzchakov,1
96656,Mathias Bynens,1
4766,Daryl Spitzer,1
1140579,Siddharth Rout,1
1715579,p.s.w.g,1
383861,bdoughan,1
3545273,Serge Ballesta,1
97101,markdorison,1
859154,Royi Namir,1
1298762,Adil,1
2196460,hotkey,1
257182,RobG,1
44389,Noldorin,1
135531,AdaTheDev,1
18300,Alex. S.,1
9473764,Nick,1
4725,Tom Hawtin - tackline,1
298661,Puppy,1
2830850,Tarun Lalwani,1
32632,Charles Bretana,1
13508,&#193;lvaro Gonz&#225;lez,1
561731,Naftali,1
741747,The Alpha,1
146325,APC,1
140740,DigitalRoss,1
266795,Peter Lyons,1
16940,Simon_Weaver,1
1119701,ouah,1
903061,Gregor Thomas,1
345031,mario,1
1249581,VisioN,1
464581,Cheers and hth. - Alf,1
5441,Darryl Hein,1
201952,josh3736,1
848164,Ram,1
4593267,chqrlie,1
152602,Lee,1
67,Rex M,1
851273,Jon Lin,1
78374,Stefano Borini,1
85785,mythz,1
49485,Sophie Alpert,1
90848,Laurence Gonsalves,1
95382,Michael Krelin - hacker,1
1209279,Levon,1
546661,Peter Olson,1
9097906,Littlefoot,0
1832058,furas,1
2231815,rakib_,0
1766831,Rick James,1
1252759,Jon Clements,1
6819,Darrel Miller,1
1755598,CodeWizard,1
165737,Anurag,1
772035,Paul,1
78845,johnsyweb,1
2501279,Guru Stron,1
492405,vcsjones,1
1505939,M.M,1
1108891,Shaun Luttin,1
54964,L&#233;o L&#233;opold Hertz 준영,1
9072753,KamilCuk,0
13913,Patrick Desjardins,1
39933,genehack,0
388520,zwol,1
1531124,GhostCat,1
3788176,Andy Turner,1
207248,SiegeX,1
995876,Esailija,1
92315,Fabien M&#233;nager,0
6451573,Jean-Fran&#231;ois Fabre,1
23501,Ateş G&#246;ral,1
4249,matt b,1
104015,omg,1
98117,hammar,1
872395,nemesv,1
123109,Greg Bacon,1
69545,Rainer Joswig,1
653364,joris,1
334519,Travis Brown,1
569436,Mikael Eriksson,1
2598,jjnguy,1
5246885,Alex Mamo,1
403671,Simon Mourier,1
7473,Laurie Young,0
89806,moinudin,1
5260024,Jonas Wilms,1
6277151,tony19,1
251153,zneak,1
31582,Gareth,1
7586,Kobi,1
83805,Don Stewart,1
153285,Potatoswatter,1
301832,Donal Fellows,1
284795,Colonel Panic,1
119527,Jonathon Reinhart,1
2756719,T.C.,1
548696,Tadeck,1
464988,MByD,1
64004,gahooa,1
40005,Ayman Hourieh,1
59303,ChrisF,1
1743880,Tunaki,1
354577,Chris,1
3702797,Kaiido,1
1695,Gishu,1
13552,Greg Beech,1
91299,RRUZ,1
412080,Maxim Egorushkin,1
562769,Martin Thoma,1
188096,Gaurav Mantri,1
51197,Adam Matan,1
2435473,Pankaj Parkar,1
219661,Jamiec,1
1831293,Evgeniy Dorofeev,1
1850609,acdcjunior,1
341251,Joe Stefanelli,1
116862,Ole Begemann,1
3146,1800 INFORMATION,1
633183,Mulan,1
740,SQLMenace,1
390278,Jeff Mercado,1
321697,Kevin Coppock,1
60711,vartec,1
364969,Walker,1
2173917,Sourav Ghosh,1
16853,oxbow_lakes,1
101258,Justin Ethier,1
56778,Jim Mischel,1
918959,Antti Haapala -- Слава Україні,1
1109017,llogan,1
653856,Raghunandan,1
121747,Jack,1
1219006,jamylak,1
5866580,RavinderSingh13,1
1668533,Satpal,1
85134,araqnid,1
17624,Thomas Wouters,1
3522312,ScaisEdge,1
106205,ralphtheninja,1
469935,Armen Tsirunyan,1
1202025,ρяσѕρєя K,1
15809,Mecki,1
1109,Theo,1
2766176,brian d foy,1
1412059,Roland,1
18747,Tony Andrews,1
302677,Rachel,1
1441122,Stuart Marks,1
15537,Matthew Scharley,1
157237,Peter,1
141555,sberry,1
21709,Philip Morton,1
421223,KingCrunch,1
500104,Xeo,1
91671,LBushkin,1
225312,user225312,1
56541,David Z,1
1593077,einpoklum,1
205185,Duncan C,1
270371,davidxxx,1
134204,Panagiotis Kanavos,1
17174,Sam Saffron,1
245549,Roman,1
1426227,cassiomolin,1
1012053,dbenham,1
104184,Sasha Chedygov,1
716216,Mick MacCallum,1
669586,Sulthan,1
104380,vsync,1
133802,David Hedlund,1
16102,Cat Plus Plus,1
1114,Jeremy Banks - Vive le Canada,1
10263,Brian Rogers,1
1864976,Adam Dymitruk,1
1357341,arshajii,1
119280,DVK,1
1919155,Mats Petersson,1
4120,Grundlefleck,1
200291,icktoofay,1
644898,Jeff,1
213269,Jonas,1
1317805,James Donnelly,1
839646,Ryan Stewart,1
379693,Paresh Mayani,1
105570,Dan Tao,1
1136211,Clemens,1
214090,hallski,0
788207,Vladimir Matveev,1
338204,Forrest,1
80274,Scott Chamberlain,1
33006,Martin v. L&#246;wis,1
1084,Nathan Fellman,1
400617,davidism,1
271959,Frank Heikens,1
414076,Anthony Pegram,1
214671,Matteo Italia,1
622310,Borodin,0
9833,Shay Levy,1
6509751,creativecreatorormaybenot,1
7714,Craig Stuntz,1
3207,Carl Meyer,1
250260,Jorgesys,1
1932150,Andy Prowl,1
242933,ma11hew28,1
16406,Chris Dodd,1
3574081,mrry,1
957768,rickster,1
24587,Georg Sch&#246;lly,1
263268,Steve Bennett,1
497356,Andrew Whitaker,1
4376,Nathan Long,1
52738,gnovice,1
623041,eggyal,1
89817,Gordon Davisson,1
62576,Ken White,1
1163867,MarcinJuraszek,1
1831,Russ Cam,1
48492,Steve Harrison,1
74314,Haim Evgi,1
703717,Danield,1
58803,lhunath,1
3785314,Programmer,1
131874,Clodoaldo Neto,1
3110834,Reza Aghaei,1
189179,Ben James,1
643383,Caleb,1
198707,Tatu Ulmanen,1
13087,to StackOverflow,1
641955,janos,1
1053,Ed Swangren,1
97160,Amro,1
2696260,M. Deinum,1
424300,Dylan Markow,1
47529,chaos,1
1393766,Pshemo,1
1038015,Robert Longson,1
1196,aku,1
84889,Peter Niederwieser,1
1679310,Radim K&#246;hler,1
213464,YOU,1
12993861,stefan,0
1009603,PSL,1
4851043,Benjamin Pasero,1
234,Orion Edwards,1
398968,Katriel,1
2611,ars,1
134554,John Bode,1
2235132,devnull,1
15031,Jonathan Lonowski,1
1899640,that other guy,1
2144390,Gord Thompson,1
355230,martineau,1
1098851,Fabrizio Calderan,1
3081018,Steffen Ullrich,1
123671,mikemaccana,1
58186,KooiInc,1
2603,Aaron Maenpaa,1
38360,Aaronaught,1
372643,Bruno,1
86989,newacct,1
147601,Nick Heiner,1
299924,trojanfoe,1
1009479,Yu Hao,1
592139,Ian Roberts,1
1267329,Simeon Visser,1
4117728,463035818_is_not_an_ai,1
5056,George Mauer,1
4620771,Nenad Vracar,1
1927832,Suresh Atta,1
610569,alvas,1
3001761,jonrsharpe,1
1033896,hmjd,1
135566,Devart,1
613430,Tom Wadley,0
3713,Spoike,1
1093528,fge,1
421195,paulsm4,1
1838509,agstudy,1
1995738,klin,1
884978,creack,1
1275169,P.P,1
8954,Tamas Czinege,1
2756547,Artem Bilan,1
134830,Richie Cotton,1
2035262,Aleksei Matiushkin,1
5728991,Thundercat,1
218589,Klaus Byskov Pedersen,1
1059372,Eugene,1
280244,Ralph,1
745903,leftaroundabout,1
21926,Sean Bright,1
984421,ekhumoro,1
259038,Josh David Miller,1
20394,Mike Samuel,1
123471,Seth Ladd,1
15239951,Corralien,0
14357,spender,1
143378,hpique,1
29995,Rob Hruska,1
305644,hvgotcodes,1
775806,n. m. could be an AI,1
575527,Joseph,1
419,Kev,1
852828,jrturton,1
9493,Brian,1
5623035,Mojtaba Hosseini,1
33686,James Eichele,1
481267,Brian Bi,1
1987883,Wain,1
1663001,DavidG,1
19299,Brian,1
559784,Arun,1
165495,Casebash,1
23649,jtbandes,1
168657,mob,1
13663,Will Hartung,1
149482,Matt Joiner,1
267887,Yuji &#39;Tomita&#39; Tomita,1
3943312,Sam Varshavchik,0
2767755,Arup Rakshit,1
100754,Sinan &#220;n&#252;r,1
797,Matt Sheppard,1
9410,Aristotle Pagaltzis,1
2296458,Cory Kramer,1
565635,orlp,1
597657,Eng.Fouad,1
4465,levik,1
18180,troelskn,1
1418796,pkozlowski.opensource,1
1744834,roman,1
459897,Dr.Molle,1
53212,thomasrutter,1
15541,leppie,1
7582247,Ted Lyngmo,0
259769,Enigmativity,1
45433,Crescent Fresh,1
63756,womp,1
3016153,michael.hor257k,0
64313,cmcginty,1
1841839,Linda Lawton - DaImTo,1
179850,Gray,1
11123,Philip Fourie,0
184046,Legend,1
1463116,Collin Jackson,1
27423,Daniel Earwicker,1
997358,peak,1
3744182,dbc,1
885318,i3arnon,1
59501,StaxMan,1
44853,lc.,1
38206,Brian Rasmussen,1
878126,android developer,1
89266,dfa,1
707381,Randomblue,1
265143,P&#233;ter T&#246;r&#246;k,1
572,Thomas Owens,1
3234959,chi,0
81179,ChristopheD,1
511529,GolezTrol,1
932418,L.B,1
1384297,Andy Wilkinson,1
17744,Micah,1
1734130,mvp,1
710446,apsillers,1
493,lomaxx,1
60188,Anton Gogolev,1
350087,apneadiving,1
344949,ypercubeᵀᴹ,1
1942,kemiller2002,1
1385941,mnel,1
478399,AlexR,1
1450,John Topley,1
3037257,Pranav C Balan,1
2802040,Paulie_D,1
97828,Nadia Alramli,1
1950,Jon Erickson,1
594420,RP Niemeyer,1
1714410,Shai,1
1217358,Warren Weckesser,1
3418066,Paulw11,1
105224,Andreas Dolk,1
3848,Motti,1
736079,jessehouwing,1
320726,6502,1
288671,Vitalii Fedorenko,1
12579,Diodeus - James MacFarlane,1
2988730,Mad Physicist,1
477037,Stefan,1
41021,Robin Rodricks,1
541038,Joran Beasley,1
198633,inspectorG4dget,1
167735,slebetman,1
3030305,John1024,1
74118,nevan king,1
412770,Ani,1
1420197,Ionică Bizău,1
2119,Can Berk G&#252;der,1
400547,Jon Hanna,1
451475,zaph,1
3191,Domenic,1
121493,Donut,1
3617886,Tholle,1
2586922,Luis Mendo,1
35092,Charlie Martin,1
880990,Olivier Jacot-Descombes,1
1180620,Mark Adler,1
9360,Peter Boughton,1
21677,James,1
25050,Mr Fooz,0
3593996,Marcin Nabiałek,1
613130,xanatos,1
109305,Jesper R&#248;nn-Jensen,1
234938,Christopher Orr,1
290085,kjhughes,1
613198,rsp,1
20128,serg,1
318758,Joni,1
2670892,greg-449,1
66692,dirkgently,1
12983,TM.,1
1384652,Teifion,1
149080,AnApprentice,1
184883,Andreas K&#246;berle,1
256970,Cary Swoveland,0
150634,Joseph Mansfield,1
286802,michael,1
21632,Adam Bellaire,1
108205,jsbueno,1
651174,David542,1
8155,Amy B,1
189205,interjay,1
13792,ColinD,1
1000343,Tyler Rinker,1
714968,mKorbel,1
106159,Matthew Watson,1
984823,Joop Eggen,0
2411802,Alexander,1
18511,Kip,1
4105,Michael Gundlach,0
32880,JimB,1
370305,user370305,1
1172002,Lars Kotthoff,1
241631,Praetorian,1
861716,Gert Arnold,1
25222,Robert Gamble,1
67392,Richard,1
25324,pmg,1
466862,Mark Rotteveel,1
273200,Bala R,1
282848,Andreas Rejbrand,1
304,McDowell,1
445517,CodesInChaos,1
205608,O. Jones,1
428790,Joris Meys,1
16363,Mark,1
210578,David Hellsing,1
135786,Ben Lesh,1
107744,spencer7593,1
29,Michael Haren,1
846273,Gabriele Petronella,1
238886,Wayne Conrad,1
44084,Andreas Grech,1
2140,Barry Wark,1
387076,Gilles &#39;SO- stop being evil&#39;,1
15245,Ryan Bigg,1
573261,RichardTheKiwi,1
95612,Jochen Ritzel,1
1422451,Parfait,1
74757,Cᴏʀʏ,1
2867928,Kasravnd,1
314291,StuartLC,1
1104384,Midhun MP,1
